DATE,NASDAQCOM
2009-01-06,1652.38
2009-01-07,1599.06
2009-01-08,1617.01
2009-01-09,1571.59
2009-01-12,1538.79
2009-01-13,1546.46
2009-01-14,1489.64
2009-01-15,1511.84
2009-01-16,1529.33
2009-01-19,.
2009-01-20,1440.86
2009-01-21,1507.07
2009-01-22,1465.49
2009-01-23,1477.29
2009-01-26,1489.46
2009-01-27,1504.90
2009-01-28,1558.34
2009-01-29,1507.84
2009-01-30,1476.42
2009-02-02,1494.43
2009-02-03,1516.30
2009-02-04,1515.05
2009-02-05,1546.24
2009-02-06,1591.71
2009-02-09,1591.56
2009-02-10,1524.73
2009-02-11,1530.50
2009-02-12,1541.71
2009-02-13,1534.36
2009-02-16,.
2009-02-17,1470.66
2009-02-18,1467.97
2009-02-19,1442.82
2009-02-20,1441.23
2009-02-23,1387.72
2009-02-24,1441.83
2009-02-25,1425.43
2009-02-26,1391.47
2009-02-27,1377.84
2009-03-02,1322.85
2009-03-03,1321.01
2009-03-04,1353.74
2009-03-05,1299.59
2009-03-06,1293.85
2009-03-09,1268.64
2009-03-10,1358.28
2009-03-11,1371.64
2009-03-12,1426.10
2009-03-13,1431.50
2009-03-16,1404.02
2009-03-17,1462.11
2009-03-18,1491.22
2009-03-19,1483.48
2009-03-20,1457.27
2009-03-23,1555.77
2009-03-24,1516.52
2009-03-25,1528.95
2009-03-26,1587.00
2009-03-27,1545.20
2009-03-30,1501.80
2009-03-31,1528.59
2009-04-01,1551.60
2009-04-02,1602.63
2009-04-03,1621.87
2009-04-06,1606.71
2009-04-07,1561.61
2009-04-08,1590.66
2009-04-09,1652.54
2009-04-10,.
2009-04-13,1653.31
2009-04-14,1625.72
2009-04-15,1626.80
2009-04-16,1670.44
2009-04-17,1673.07
2009-04-20,1608.21
2009-04-21,1643.85
2009-04-22,1646.12
2009-04-23,1652.21
2009-04-24,1694.29
2009-04-27,1679.41
2009-04-28,1673.81
2009-04-29,1711.94
2009-04-30,1717.30
2009-05-01,1719.20
2009-05-04,1763.56
2009-05-05,1754.12
2009-05-06,1759.10
2009-05-07,1716.24
2009-05-08,1739.00
2009-05-11,1731.24
2009-05-12,1715.92
2009-05-13,1664.19
2009-05-14,1689.21
2009-05-15,1680.14
2009-05-18,1732.36
2009-05-19,1734.54
2009-05-20,1727.84
2009-05-21,1695.25
2009-05-22,1692.01
2009-05-25,.
2009-05-26,1750.43
2009-05-27,1731.08
2009-05-28,1751.79
2009-05-29,1774.33
2009-06-01,1828.68
2009-06-02,1836.80
2009-06-03,1825.92
2009-06-04,1850.02
2009-06-05,1849.42
2009-06-08,1842.40
2009-06-09,1860.13
2009-06-10,1853.08
2009-06-11,1862.37
2009-06-12,1858.80
2009-06-15,1816.38
2009-06-16,1796.18
2009-06-17,1808.06
2009-06-18,1807.72
2009-06-19,1827.47
2009-06-22,1766.19
2009-06-23,1764.92
2009-06-24,1792.34
2009-06-25,1829.54
2009-06-26,1838.22
2009-06-29,1844.06
2009-06-30,1835.04
2009-07-01,1845.72
2009-07-02,1796.52
2009-07-03,.
2009-07-06,1787.40
2009-07-07,1746.17
2009-07-08,1747.17
2009-07-09,1752.55
2009-07-10,1756.03
2009-07-13,1793.21
2009-07-14,1799.73
2009-07-15,1862.90
2009-07-16,1885.03
2009-07-17,1886.61
2009-07-20,1909.29
2009-07-21,1916.20
2009-07-22,1926.38
2009-07-23,1973.60
2009-07-24,1965.96
2009-07-27,1967.89
2009-07-28,1975.51
2009-07-29,1967.76
2009-07-30,1984.30
2009-07-31,1978.50
2009-08-03,2008.61
2009-08-04,2011.31
2009-08-05,1993.05
2009-08-06,1973.16
2009-08-07,2000.25
2009-08-10,1992.24
2009-08-11,1969.73
2009-08-12,1998.72
2009-08-13,2009.35
2009-08-14,1985.52
2009-08-17,1930.84
2009-08-18,1955.92
2009-08-19,1969.24
2009-08-20,1989.22
2009-08-21,2020.90
2009-08-24,2017.98
2009-08-25,2024.23
2009-08-26,2024.43
2009-08-27,2027.73
2009-08-28,2028.77
2009-08-31,2009.06
2009-09-01,1968.89
2009-09-02,1967.07
2009-09-03,1983.20
2009-09-04,2018.78
2009-09-07,.
2009-09-08,2037.77
2009-09-09,2060.39
2009-09-10,2084.02
2009-09-11,2080.90
2009-09-14,2091.78
2009-09-15,2102.64
2009-09-16,2133.15
2009-09-17,2126.75
2009-09-18,2132.86
2009-09-21,2138.04
2009-09-22,2146.30
2009-09-23,2131.42
2009-09-24,2107.61
2009-09-25,2090.92
2009-09-28,2130.74
2009-09-29,2124.04
2009-09-30,2122.42
2009-10-01,2057.48
2009-10-02,2048.11
2009-10-05,2068.15
2009-10-06,2103.57
2009-10-07,2110.33
2009-10-08,2123.93
2009-10-09,2139.28
2009-10-12,2139.14
2009-10-13,2139.89
2009-10-14,2172.23
2009-10-15,2173.29
2009-10-16,2156.80
2009-10-19,2176.32
2009-10-20,2163.47
2009-10-21,2150.73
2009-10-22,2165.29
2009-10-23,2154.47
2009-10-26,2141.85
2009-10-27,2116.09
2009-10-28,2059.61
2009-10-29,2097.55
2009-10-30,2045.11
2009-11-02,2049.20
2009-11-03,2057.32
2009-11-04,2055.52
2009-11-05,2105.32
2009-11-06,2112.44
2009-11-09,2154.06
2009-11-10,2151.08
2009-11-11,2166.90
2009-11-12,2149.02
2009-11-13,2167.88
2009-11-16,2197.85
2009-11-17,2203.78
2009-11-18,2193.14
2009-11-19,2156.82
2009-11-20,2146.04
2009-11-23,2176.01
2009-11-24,2169.18
2009-11-25,2176.05
2009-11-26,.
2009-11-27,2138.44
2009-11-30,2144.60
2009-12-01,2175.81
2009-12-02,2185.03
2009-12-03,2173.14
2009-12-04,2194.35
2009-12-07,2189.61
2009-12-08,2172.99
2009-12-09,2183.73
2009-12-10,2190.86
2009-12-11,2190.31
2009-12-14,2212.10
2009-12-15,2201.05
2009-12-16,2206.91
2009-12-17,2180.05
2009-12-18,2211.69
2009-12-21,2237.66
2009-12-22,2252.67
2009-12-23,2269.64
2009-12-24,2285.69
2009-12-25,.
2009-12-28,2291.08
2009-12-29,2288.40
2009-12-30,2291.28
2009-12-31,2269.15
2010-01-01,.
2010-01-04,2308.42
2010-01-05,2308.71
2010-01-06,2301.09
2010-01-07,2300.05
2010-01-08,2317.17
2010-01-11,2312.41
2010-01-12,2282.31
2010-01-13,2307.90
2010-01-14,2316.74
2010-01-15,2287.99
2010-01-18,.
2010-01-19,2320.40
2010-01-20,2291.25
2010-01-21,2265.70
2010-01-22,2205.29
2010-01-25,2210.80
2010-01-26,2203.73
2010-01-27,2221.41
2010-01-28,2179.00
2010-01-29,2147.35
2010-02-01,2171.20
2010-02-02,2190.06
2010-02-03,2190.91
2010-02-04,2125.43
2010-02-05,2141.12
2010-02-08,2126.05
2010-02-09,2150.87
2010-02-10,2147.87
2010-02-11,2177.41
2010-02-12,2183.53
2010-02-15,.
2010-02-16,2214.19
2010-02-17,2226.29
2010-02-18,2241.71
2010-02-19,2243.87
2010-02-22,2242.03
2010-02-23,2213.44
2010-02-24,2235.90
2010-02-25,2234.22
2010-02-26,2238.26
2010-03-01,2273.57
2010-03-02,2280.79
2010-03-03,2280.68
2010-03-04,2292.31
2010-03-05,2326.35
2010-03-08,2332.21
2010-03-09,2340.68
2010-03-10,2358.95
2010-03-11,2368.46
2010-03-12,2367.66
2010-03-15,2362.21
2010-03-16,2378.01
2010-03-17,2389.09
2010-03-18,2391.28
2010-03-19,2374.41
2010-03-22,2395.40
2010-03-23,2415.24
2010-03-24,2398.76
2010-03-25,2397.41
2010-03-26,2395.13
2010-03-29,2404.36
2010-03-30,2410.69
2010-03-31,2397.96
2010-04-01,2402.58
2010-04-02,.
2010-04-05,2429.53
2010-04-06,2436.81
2010-04-07,2431.16
2010-04-08,2436.81
2010-04-09,2454.05
2010-04-12,2457.87
2010-04-13,2465.99
2010-04-14,2504.86
2010-04-15,2515.69
2010-04-16,2481.26
2010-04-19,2480.11
2010-04-20,2500.31
2010-04-21,2504.61
2010-04-22,2519.07
2010-04-23,2530.15
2010-04-26,2522.95
2010-04-27,2471.47
2010-04-28,2471.73
2010-04-29,2511.92
2010-04-30,2461.19
2010-05-03,2498.74
2010-05-04,2424.25
2010-05-05,2402.29
2010-05-06,2319.64
2010-05-07,2265.64
2010-05-10,2374.67
2010-05-11,2375.31
2010-05-12,2425.02
2010-05-13,2394.36
2010-05-14,2346.85
2010-05-17,2354.23
2010-05-18,2317.26
2010-05-19,2298.37
2010-05-20,2204.01
2010-05-21,2229.04
2010-05-24,2213.55
2010-05-25,2210.95
2010-05-26,2195.88
2010-05-27,2277.68
2010-05-28,2257.04
2010-05-31,.
2010-06-01,2222.33
2010-06-02,2281.07
2010-06-03,2303.03
2010-06-04,2219.17
2010-06-07,2173.90
2010-06-08,2170.57
2010-06-09,2158.85
2010-06-10,2218.71
2010-06-11,2243.60
2010-06-14,2243.96
2010-06-15,2305.88
2010-06-16,2305.93
2010-06-17,2307.16
2010-06-18,2309.80
2010-06-21,2289.09
2010-06-22,2261.80
2010-06-23,2254.23
2010-06-24,2217.42
2010-06-25,2223.48
2010-06-28,2220.65
2010-06-29,2135.18
2010-06-30,2109.24
2010-07-01,2101.36
2010-07-02,2091.79
2010-07-05,.
2010-07-06,2093.88
2010-07-07,2159.47
2010-07-08,2175.40
2010-07-09,2196.45
2010-07-12,2198.36
2010-07-13,2242.03
2010-07-14,2249.84
2010-07-15,2249.08
2010-07-16,2179.05
2010-07-19,2198.23
2010-07-20,2222.49
2010-07-21,2187.33
2010-07-22,2245.89
2010-07-23,2269.47
2010-07-26,2296.43
2010-07-27,2288.25
2010-07-28,2264.56
2010-07-29,2251.69
2010-07-30,2254.70
2010-08-02,2295.36
2010-08-03,2283.52
2010-08-04,2303.57
2010-08-05,2293.06
2010-08-06,2288.47
2010-08-09,2305.69
2010-08-10,2277.17
2010-08-11,2208.63
2010-08-12,2190.27
2010-08-13,2173.48
2010-08-16,2181.87
2010-08-17,2209.44
2010-08-18,2215.70
2010-08-19,2178.95
2010-08-20,2179.76
2010-08-23,2159.63
2010-08-24,2123.76
2010-08-25,2141.54
2010-08-26,2118.69
2010-08-27,2153.63
2010-08-30,2119.97
2010-08-31,2114.03
2010-09-01,2176.84
2010-09-02,2200.01
2010-09-03,2233.75
2010-09-06,.
2010-09-07,2208.89
2010-09-08,2228.87
2010-09-09,2236.20
2010-09-10,2242.48
2010-09-13,2285.71
2010-09-14,2289.77
2010-09-15,2301.32
2010-09-16,2303.25
2010-09-17,2315.61
2010-09-20,2355.83
2010-09-21,2349.35
2010-09-22,2334.55
2010-09-23,2327.08
2010-09-24,2381.22
2010-09-27,2369.77
2010-09-28,2379.59
2010-09-29,2376.56
2010-09-30,2368.62
2010-10-01,2370.75
2010-10-04,2344.52
2010-10-05,2399.83
2010-10-06,2380.66
2010-10-07,2383.67
2010-10-08,2401.91
2010-10-11,2402.33
2010-10-12,2417.92
2010-10-13,2441.23
2010-10-14,2435.38
2010-10-15,2468.77
2010-10-18,2480.66
2010-10-19,2436.95
2010-10-20,2457.39
2010-10-21,2459.67
2010-10-22,2479.39
2010-10-25,2490.85
2010-10-26,2497.29
2010-10-27,2503.26
2010-10-28,2507.37
2010-10-29,2507.41
2010-11-01,2504.84
2010-11-02,2533.52
2010-11-03,2540.27
2010-11-04,2577.34
2010-11-05,2578.98
2010-11-08,2580.05
2010-11-09,2562.98
2010-11-10,2578.78
2010-11-11,2555.52
2010-11-12,2518.21
2010-11-15,2513.82
2010-11-16,2469.84
2010-11-17,2476.01
2010-11-18,2514.40
2010-11-19,2518.12
2010-11-22,2532.02
2010-11-23,2494.95
2010-11-24,2543.12
2010-11-25,.
2010-11-26,2534.56
2010-11-29,2525.22
2010-11-30,2498.23
2010-12-01,2549.43
2010-12-02,2579.35
2010-12-03,2591.46
2010-12-06,2594.92
2010-12-07,2598.49
2010-12-08,2609.16
2010-12-09,2616.67
2010-12-10,2637.54
2010-12-13,2624.91
2010-12-14,2627.72
2010-12-15,2617.22
2010-12-16,2637.31
2010-12-17,2642.97
2010-12-20,2649.56
2010-12-21,2667.61
2010-12-22,2671.48
2010-12-23,2665.60
2010-12-24,.
2010-12-27,2667.27
2010-12-28,2662.88
2010-12-29,2666.93
2010-12-30,2662.98
2010-12-31,2652.87
2011-01-03,2691.52
2011-01-04,2681.25
2011-01-05,2702.20
2011-01-06,2709.89
2011-01-07,2703.17
2011-01-10,2707.80
2011-01-11,2716.83
2011-01-12,2737.33
2011-01-13,2735.29
2011-01-14,2755.30
2011-01-17,.
2011-01-18,2765.85
2011-01-19,2725.36
2011-01-20,2704.29
2011-01-21,2689.54
2011-01-24,2717.55
2011-01-25,2719.25
2011-01-26,2739.50
2011-01-27,2755.28
2011-01-28,2686.89
2011-01-31,2700.08
2011-02-01,2751.19
2011-02-02,2749.56
2011-02-03,2753.88
2011-02-04,2769.30
2011-02-07,2783.99
2011-02-08,2797.05
2011-02-09,2789.07
2011-02-10,2790.45
2011-02-11,2809.44
2011-02-14,2817.18
2011-02-15,2804.35
2011-02-16,2825.56
2011-02-17,2831.58
2011-02-18,2833.95
2011-02-21,.
2011-02-22,2756.42
2011-02-23,2722.99
2011-02-24,2737.90
2011-02-25,2781.05
2011-02-28,2782.27
2011-03-01,2737.41
2011-03-02,2748.07
2011-03-03,2798.74
2011-03-04,2784.67
2011-03-07,2745.63
2011-03-08,2765.77
2011-03-09,2751.72
2011-03-10,2701.02
2011-03-11,2715.61
2011-03-14,2700.97
2011-03-15,2667.33
2011-03-16,2616.82
2011-03-17,2636.05
2011-03-18,2643.67
2011-03-21,2692.09
2011-03-22,2683.87
2011-03-23,2698.30
2011-03-24,2736.42
2011-03-25,2743.06
2011-03-28,2730.68
2011-03-29,2756.89
2011-03-30,2776.79
2011-03-31,2781.07
2011-04-01,2789.60
2011-04-04,2789.19
2011-04-05,2791.19
2011-04-06,2799.82
2011-04-07,2796.14
2011-04-08,2780.42
2011-04-11,2771.51
2011-04-12,2744.79
2011-04-13,2761.52
2011-04-14,2760.22
2011-04-15,2764.65
2011-04-18,2735.38
2011-04-19,2744.97
2011-04-20,2802.51
2011-04-21,2820.16
2011-04-22,.
2011-04-25,2825.88
2011-04-26,2847.54
2011-04-27,2869.88
2011-04-28,2872.53
2011-04-29,2873.54
2011-05-02,2864.08
2011-05-03,2841.62
2011-05-04,2828.23
2011-05-05,2814.72
2011-05-06,2827.56
2011-05-09,2843.25
2011-05-10,2871.89
2011-05-11,2845.06
2011-05-12,2863.04
2011-05-13,2828.47
2011-05-16,2782.31
2011-05-17,2783.21
2011-05-18,2815.00
2011-05-19,2823.31
2011-05-20,2803.32
2011-05-23,2758.90
2011-05-24,2746.16
2011-05-25,2761.38
2011-05-26,2782.92
2011-05-27,2796.86
2011-05-30,.
2011-05-31,2835.30
2011-06-01,2769.19
2011-06-02,2773.31
2011-06-03,2732.78
2011-06-06,2702.56
2011-06-07,2701.56
2011-06-08,2675.38
2011-06-09,2684.87
2011-06-10,2643.73
2011-06-13,2639.69
2011-06-14,2678.72
2011-06-15,2631.46
2011-06-16,2623.70
2011-06-17,2616.48
2011-06-20,2629.66
2011-06-21,2687.26
2011-06-22,2669.19
2011-06-23,2686.75
2011-06-24,2652.89
2011-06-27,2688.28
2011-06-28,2729.31
2011-06-29,2740.49
2011-06-30,2773.52
2011-07-01,2816.03
2011-07-04,.
2011-07-05,2825.77
2011-07-06,2834.02
2011-07-07,2872.66
2011-07-08,2859.81
2011-07-11,2802.62
2011-07-12,2781.91
2011-07-13,2796.92
2011-07-14,2762.67
2011-07-15,2789.80
2011-07-18,2765.11
2011-07-19,2826.52
2011-07-20,2814.23
2011-07-21,2834.43
2011-07-22,2858.83
2011-07-25,2842.80
2011-07-26,2839.96
2011-07-27,2764.79
2011-07-28,2766.25
2011-07-29,2756.38
2011-08-01,2744.61
2011-08-02,2669.24
2011-08-03,2693.07
2011-08-04,2556.39
2011-08-05,2532.41
2011-08-08,2357.69
2011-08-09,2482.52
2011-08-10,2381.05
2011-08-11,2492.68
2011-08-12,2507.98
2011-08-15,2555.20
2011-08-16,2523.45
2011-08-17,2511.48
2011-08-18,2380.43
2011-08-19,2341.84
2011-08-22,2345.38
2011-08-23,2446.06
2011-08-24,2467.69
2011-08-25,2419.63
2011-08-26,2479.85
2011-08-29,2562.11
2011-08-30,2576.11
2011-08-31,2579.46
2011-09-01,2546.04
2011-09-02,2480.33
2011-09-05,.
2011-09-06,2473.83
2011-09-07,2548.94
2011-09-08,2529.14
2011-09-09,2467.99
2011-09-12,2495.09
2011-09-13,2532.15
2011-09-14,2572.55
2011-09-15,2607.07
2011-09-16,2622.31
2011-09-19,2612.83
2011-09-20,2590.24
2011-09-21,2538.19
2011-09-22,2455.67
2011-09-23,2483.23
2011-09-26,2516.69
2011-09-27,2546.83
2011-09-28,2491.58
2011-09-29,2480.76
2011-09-30,2415.40
2011-10-03,2335.83
2011-10-04,2404.82
2011-10-05,2460.51
2011-10-06,2506.82
2011-10-07,2479.35
2011-10-10,2566.05
2011-10-11,2583.03
2011-10-12,2604.73
2011-10-13,2620.24
2011-10-14,2667.85
2011-10-17,2614.92
2011-10-18,2657.43
2011-10-19,2604.04
2011-10-20,2598.62
2011-10-21,2637.46
2011-10-24,2699.44
2011-10-25,2638.42
2011-10-26,2650.67
2011-10-27,2738.63
2011-10-28,2737.15
2011-10-31,2684.41
2011-11-01,2606.96
2011-11-02,2639.98
2011-11-03,2697.97
2011-11-04,2686.15
2011-11-07,2695.25
2011-11-08,2727.49
2011-11-09,2621.65
2011-11-10,2625.15
2011-11-11,2678.75
2011-11-14,2657.22
2011-11-15,2686.20
2011-11-16,2639.61
2011-11-17,2587.99
2011-11-18,2572.50
2011-11-21,2523.14
2011-11-22,2521.28
2011-11-23,2460.08
2011-11-24,.
2011-11-25,2441.51
2011-11-28,2527.34
2011-11-29,2515.51
2011-11-30,2620.34
2011-12-01,2626.20
2011-12-02,2626.93
2011-12-05,2655.76
2011-12-06,2649.56
2011-12-07,2649.21
2011-12-08,2596.38
2011-12-09,2646.85
2011-12-12,2612.26
2011-12-13,2579.27
2011-12-14,2539.31
2011-12-15,2541.01
2011-12-16,2555.33
2011-12-19,2523.14
2011-12-20,2603.73
2011-12-21,2577.97
2011-12-22,2599.45
2011-12-23,2618.64
2011-12-26,.
2011-12-27,2625.20
2011-12-28,2589.98
2011-12-29,2613.74
2011-12-30,2605.15
2012-01-02,.
2012-01-03,2648.72
2012-01-04,2648.36
2012-01-05,2669.86
2012-01-06,2674.22
2012-01-09,2676.56
2012-01-10,2702.50
2012-01-11,2710.76
2012-01-12,2724.70
2012-01-13,2710.67
2012-01-16,.
2012-01-17,2728.08
2012-01-18,2769.71
2012-01-19,2788.33
2012-01-20,2786.70
2012-01-23,2784.17
2012-01-24,2786.64
2012-01-25,2818.31
2012-01-26,2805.28
2012-01-27,2816.55
2012-01-30,2811.94
2012-01-31,2813.84
2012-02-01,2848.27
2012-02-02,2859.68
2012-02-03,2905.66
2012-02-06,2901.99
2012-02-07,2904.08
2012-02-08,2915.86
2012-02-09,2927.23
2012-02-10,2903.88
2012-02-13,2931.39
2012-02-14,2931.83
2012-02-15,2915.83
2012-02-16,2959.85
2012-02-17,2951.78
2012-02-20,.
2012-02-21,2948.57
2012-02-22,2933.17
2012-02-23,2956.98
2012-02-24,2963.75
2012-02-27,2966.16
2012-02-28,2986.76
2012-02-29,2966.89
2012-03-01,2988.97
2012-03-02,2976.19
2012-03-05,2950.48
2012-03-06,2910.32
2012-03-07,2935.69
2012-03-08,2970.42
2012-03-09,2988.34
2012-03-12,2983.66
2012-03-13,3039.88
2012-03-14,3040.73
2012-03-15,3056.37
2012-03-16,3055.26
2012-03-19,3078.32
2012-03-20,3074.15
2012-03-21,3075.32
2012-03-22,3063.32
2012-03-23,3067.92
2012-03-26,3122.57
2012-03-27,3120.35
2012-03-28,3104.96
2012-03-29,3095.36
2012-03-30,3091.57
2012-04-02,3119.70
2012-04-03,3113.57
2012-04-04,3068.09
2012-04-05,3080.50
2012-04-06,.
2012-04-09,3047.08
2012-04-10,2991.22
2012-04-11,3016.46
2012-04-12,3055.55
2012-04-13,3011.33
2012-04-16,2988.40
2012-04-17,3042.82
2012-04-18,3031.45
2012-04-19,3007.56
2012-04-20,3000.45
2012-04-23,2970.45
2012-04-24,2961.60
2012-04-25,3029.63
2012-04-26,3050.61
2012-04-27,3069.20
2012-04-30,3046.36
2012-05-01,3050.44
2012-05-02,3059.85
2012-05-03,3024.30
2012-05-04,2956.34
2012-05-07,2957.76
2012-05-08,2946.27
2012-05-09,2934.71
2012-05-10,2933.64
2012-05-11,2933.82
2012-05-14,2902.58
2012-05-15,2893.76
2012-05-16,2874.04
2012-05-17,2813.69
2012-05-18,2778.79
2012-05-21,2847.21
2012-05-22,2839.08
2012-05-23,2850.12
2012-05-24,2839.38
2012-05-25,2837.53
2012-05-28,.
2012-05-29,2870.99
2012-05-30,2837.36
2012-05-31,2827.34
2012-06-01,2747.48
2012-06-04,2760.01
2012-06-05,2778.11
2012-06-06,2844.72
2012-06-07,2831.02
2012-06-08,2858.42
2012-06-11,2809.73
2012-06-12,2843.07
2012-06-13,2818.61
2012-06-14,2836.33
2012-06-15,2872.80
2012-06-18,2895.33
2012-06-19,2929.76
2012-06-20,2930.45
2012-06-21,2859.09
2012-06-22,2892.42
2012-06-25,2836.17
2012-06-26,2854.06
2012-06-27,2875.32
2012-06-28,2849.49
2012-06-29,2935.06
2012-07-02,2951.24
2012-07-03,2976.09
2012-07-04,.
2012-07-05,2976.12
2012-07-06,2937.33
2012-07-09,2931.77
2012-07-10,2902.34
2012-07-11,2887.99
2012-07-12,2866.19
2012-07-13,2908.47
2012-07-16,2896.94
2012-07-17,2910.04
2012-07-18,2942.60
2012-07-19,2965.90
2012-07-20,2925.30
2012-07-23,2890.15
2012-07-24,2862.99
2012-07-25,2854.24
2012-07-26,2893.25
2012-07-27,2958.09
2012-07-30,2945.84
2012-07-31,2939.52
2012-08-01,2920.21
2012-08-02,2909.77
2012-08-03,2967.90
2012-08-06,2989.91
2012-08-07,3015.86
2012-08-08,3011.25
2012-08-09,3018.64
2012-08-10,3020.86
2012-08-13,3022.52
2012-08-14,3016.98
2012-08-15,3030.93
2012-08-16,3062.39
2012-08-17,3076.59
2012-08-20,3076.21
2012-08-21,3067.26
2012-08-22,3073.67
2012-08-23,3053.40
2012-08-24,3069.79
2012-08-27,3073.19
2012-08-28,3077.14
2012-08-29,3081.19
2012-08-30,3048.71
2012-08-31,3066.96
2012-09-03,.
2012-09-04,3075.06
2012-09-05,3069.27
2012-09-06,3135.81
2012-09-07,3136.42
2012-09-10,3104.02
2012-09-11,3104.53
2012-09-12,3114.31
2012-09-13,3155.83
2012-09-14,3183.95
2012-09-17,3178.67
2012-09-18,3177.80
2012-09-19,3182.62
2012-09-20,3175.96
2012-09-21,3179.96
2012-09-24,3160.78
2012-09-25,3117.73
2012-09-26,3093.70
2012-09-27,3136.60
2012-09-28,3116.23
2012-10-01,3113.53
2012-10-02,3120.04
2012-10-03,3135.23
2012-10-04,3149.46
2012-10-05,3136.19
2012-10-08,3112.35
2012-10-09,3065.02
2012-10-10,3051.78
2012-10-11,3049.41
2012-10-12,3044.11
2012-10-15,3064.18
2012-10-16,3101.17
2012-10-17,3104.12
2012-10-18,3072.87
2012-10-19,3005.62
2012-10-22,3016.96
2012-10-23,2990.46
2012-10-24,2981.70
2012-10-25,2986.12
2012-10-26,2987.95
2012-10-29,.
2012-10-30,.
2012-10-31,2977.23
2012-11-01,3020.06
2012-11-02,2982.13
2012-11-05,2999.66
2012-11-06,3011.93
2012-11-07,2937.29
2012-11-08,2895.58
2012-11-09,2904.87
2012-11-12,2904.26
2012-11-13,2883.89
2012-11-14,2846.81
2012-11-15,2836.94
2012-11-16,2853.13
2012-11-19,2916.07
2012-11-20,2916.68
2012-11-21,2926.55
2012-11-22,.
2012-11-23,2966.85
2012-11-26,2976.78
2012-11-27,2967.79
2012-11-28,2991.78
2012-11-29,3012.03
2012-11-30,3010.24
2012-12-03,3002.20
2012-12-04,2996.69
2012-12-05,2973.70
2012-12-06,2989.27
2012-12-07,2978.04
2012-12-10,2986.96
2012-12-11,3022.30
2012-12-12,3013.81
2012-12-13,2992.16
2012-12-14,2971.33
2012-12-17,3010.60
2012-12-18,3054.53
2012-12-19,3044.36
2012-12-20,3050.39
2012-12-21,3021.01
2012-12-24,3012.60
2012-12-25,.
2012-12-26,2990.16
2012-12-27,2985.91
2012-12-28,2960.31
2012-12-31,3019.51
2013-01-01,.
2013-01-02,3112.26
2013-01-03,3100.57
2013-01-04,3101.66
2013-01-07,3098.81
2013-01-08,3091.81
2013-01-09,3105.81
2013-01-10,3121.76
2013-01-11,3125.63
2013-01-14,3117.50
2013-01-15,3110.78
2013-01-16,3117.54
2013-01-17,3136.00
2013-01-18,3134.71
2013-01-21,.
2013-01-22,3143.18
2013-01-23,3153.67
2013-01-24,3130.38
2013-01-25,3149.71
2013-01-28,3154.30
2013-01-29,3153.66
2013-01-30,3142.31
2013-01-31,3142.13
2013-02-01,3179.10
2013-02-04,3131.17
2013-02-05,3171.58
2013-02-06,3168.48
2013-02-07,3165.13
2013-02-08,3193.87
2013-02-11,3192.00
2013-02-12,3186.49
2013-02-13,3196.88
2013-02-14,3198.66
2013-02-15,3192.03
2013-02-18,.
2013-02-19,3213.59
2013-02-20,3164.41
2013-02-21,3131.49
2013-02-22,3161.82
2013-02-25,3116.25
2013-02-26,3129.65
2013-02-27,3162.26
2013-02-28,3160.19
2013-03-01,3169.74
2013-03-04,3182.03
2013-03-05,3224.13
2013-03-06,3222.37
2013-03-07,3232.09
2013-03-08,3244.37
2013-03-11,3252.87
2013-03-12,3242.32
2013-03-13,3245.12
2013-03-14,3258.93
2013-03-15,3249.07
2013-03-18,3237.59
2013-03-19,3229.10
2013-03-20,3254.19
2013-03-21,3222.60
2013-03-22,3245.00
2013-03-25,3235.30
2013-03-26,3252.48
2013-03-27,3256.52
2013-03-28,3267.52
2013-03-29,.
2013-04-01,3239.17
2013-04-02,3254.86
2013-04-03,3218.60
2013-04-04,3224.98
2013-04-05,3203.86
2013-04-08,3222.25
2013-04-09,3237.86
2013-04-10,3297.25
2013-04-11,3300.16
2013-04-12,3294.95
2013-04-15,3216.49
2013-04-16,3264.63
2013-04-17,3204.67
2013-04-18,3166.36
2013-04-19,3206.06
2013-04-22,3233.55
2013-04-23,3269.33
2013-04-24,3269.65
2013-04-25,3289.99
2013-04-26,3279.26
2013-04-29,3307.02
2013-04-30,3328.79
2013-05-01,3299.13
2013-05-02,3340.62
2013-05-03,3378.63
2013-05-06,3392.97
2013-05-07,3396.63
2013-05-08,3413.27
2013-05-09,3409.17
2013-05-10,3436.58
2013-05-13,3438.79
2013-05-14,3462.61
2013-05-15,3471.62
2013-05-16,3465.24
2013-05-17,3498.97
2013-05-20,3496.43
2013-05-21,3502.12
2013-05-22,3463.30
2013-05-23,3459.42
2013-05-24,3459.14
2013-05-27,.
2013-05-28,3488.89
2013-05-29,3467.52
2013-05-30,3491.30
2013-05-31,3455.91
2013-06-03,3465.37
2013-06-04,3445.26
2013-06-05,3401.48
2013-06-06,3424.05
2013-06-07,3469.22
2013-06-10,3473.77
2013-06-11,3436.95
2013-06-12,3400.43
2013-06-13,3445.37
2013-06-14,3423.56
2013-06-17,3452.13
2013-06-18,3482.18
2013-06-19,3443.20
2013-06-20,3364.63
2013-06-21,3357.25
2013-06-24,3320.76
2013-06-25,3347.89
2013-06-26,3376.22
2013-06-27,3401.86
2013-06-28,3403.25
2013-07-01,3434.49
2013-07-02,3433.40
2013-07-03,3443.67
2013-07-04,.
2013-07-05,3479.38
2013-07-08,3484.83
2013-07-09,3504.26
